交易日期,品種代碼,魚貨名稱,市場名稱,上價,中價,下價,交易量,平均價,
1060525,3999,其他凍結(凍),嘉義,531,489.6,389,56,477.8,
1060525,4015,白蝦,桃園,340,259.2,193.4,357.7,256.2,
1060525,4015,白蝦,新竹,350,0,0,0.1,350,
1060525,4016,蝦仁,台中,0,200,0,445,200,
1060525,4016,蝦仁,埔心,232,214,184,243.6,212,
1060525,4032,泰國蝦(養),埔心,0,93,0,14.5,92.7,
1060525,4071,劍蝦(海),台北,291.2,218.2,200,625,218.2,
1060525,4509,其他蝦類,三重,400,346.6,300,73,347.9,
1060525,4999,其他蟹類,嘉義,92,92,92,28,92,
1060525,5101,竹蟶海,台中,0,100,0,21,100,
1060525,5999,其他貝類,新竹,100,0,0,1.7,100,
1060525,6009,鱈魚片,三重,115,97.9,90,164,99.8,
1060525,6050,熟卷,嘉義,228.9,194.8,167.9,428.5,196.2,
1060525,6112,魚卵,嘉義,97,97,97,12,97,
1060525,6112,魚卵,彰化,229,162,121,28,161.9,
1060525,9999,其他,斗南,68.5,68.5,68.5,298.5,68.5,
1060525,1011,吳郭魚,斗南,54.1,47.5,36,2482.8,46.5,
1060525,1011,吳郭魚,埔心,46,42.5,35,5013.1,42.4,
1060525,1012,尼羅紅魚,三重,100,81.3,80,94.6,84.8,
1060525,1012,尼羅紅魚,新竹,90,88.4,75.3,42.7,86.1,
1060525,1019,其他吳郭,三重,118.5,118.1,100.6,149,114.7,
1060525,1019,其他吳郭,佳里,110,100,75,99.7,102,
1060525,1022,鯽魚,佳里,0,65,0,17,65,
1060525,1022,鯽魚,嘉義,109,66,38,195.5,69,
1060525,1041,虱目魚,苗栗,140,120,100,220,118.6,
1060525,1041,虱目魚,彰化,143,119,106,1132.5,119.4,
1060525,1042,虱目魚肚,桃園,80,17.8,0,233,31.1,
1060525,1071,金目鱸,斗南,142.1,111.7,94.4,669,114.3,
1060525,1071,金目鱸,岡山,120,107.2,100,2040,108.3,
1060525,1073,七星鱸,桃園,150.2,141.7,134,258,138.4,
1060525,1074,銀花鱸,斗南,140,139.3,138,30,139.2,
1060525,1141,田蛙,台中,0,67.3,0,120,67.3,
1060525,1141,田蛙,新營,66,65.1,60,48.9,64.3,
1060525,1163,黑鯛(養殖),台北,0,200,0,12,200,
1060525,1163,黑鯛(養殖),埔心,192.5,190,181.2,118,188.7,
1060525,1165,黃鍚鯛,嘉義,280,280,280,1.8,280,
1060525,1168,花身(養殖),嘉義,245.4,234.7,227.7,16.3,235.5,
1060525,1171,青石斑,桃園,232.6,213.7,154.3,152.3,202.7,
1060525,1191,香魚(養殖),台中,284.7,165.4,86.2,952,161.8,
1060525,1191,香魚(養殖),嘉義,206,203.6,200,72,203.4,
1060525,1201,富貴魚,新竹,140,137.3,125,30,135.4,
1060525,1272,午仔魚(養殖),桃園,289.1,242.4,190.2,301,258.7,
1060525,1999,其他養殖,新營,189.2,158.2,134.5,51,159.6,
1060525,1999,其他養殖,嘉義,18,18,18,32,18,
1060525,1999,其他養殖,彰化,0,50,0,13.2,50,
1060525,2011,加臘(沿海),台南,0,380,0,30,380,
1060525,2013,盤仔,斗南,78,77.3,65.1,36.5,75,
1060525,2015,黑鯛(沿海),苗栗,140,107.5,75,30,123,
1060525,2017,花身(沿海),台中,0,492,0,5,492,
1060525,2021,金線,嘉義,254,249.5,238.8,38.5,248.2,
1060525,2061,黃花(沿海),佳里,190,178,148,410,174.2,
1060525,2064,白口,新竹,220.4,73.7,33.9,138.1,95.1,
1060525,2067,鮸魚,台中,137,137,136,308,136.8,
1060525,2071,四破,嘉義,43.6,42.3,39,277.5,41.9,
1060525,2073,硬尾,埔心,26.7,24.4,22.3,368,24.3,
1060525,2073,硬尾,彰化,39,35,32,182,35,
1060525,2075,紅尾,埔心,50,46.8,44.8,200,47,
1060525,2077,甘(瓜)仔,岡山,130,130,130,27.6,130,
1060525,2077,甘(瓜)仔,彰化,199,135,16,77.7,135.1,
1060525,2079,紅魽,岡山,160.8,145.5,140,231.9,147.5,
1060525,2079,紅魽,彰化,191,144,112,285.7,143.5,
1060525,2091,白鯧,桃園,440,422,0,56,428,
1060525,2093,銀鯧,新竹,381.7,117.2,71,8.7,160.9,
1060525,2099,其他鯧類,埔心,157.5,134.4,107,84,136.3,
1060525,2114,黑鮪,新竹,113,108.5,96.1,193.1,106.9,
1060525,2115,小串仔,桃園,0,50,0,103.8,50,
1060525,2119,其他鮪魚,岡山,202.8,190,187.2,300.9,192,
1060525,2124,煙仔虎,台中,73,41.7,35,244,39.2,
1060525,2131,劍旗魚,苗栗,170,155,140,104.9,156.2,
1060525,2134,白皮旗,台北,259.7,150.6,92.8,330.6,160.9,
1060525,2135,雨傘旗,岡山,120,118.1,67.4,28.2,108.4,
1060525,2141,土魠,苗栗,450,342.5,235,253.4,316.5,
1060525,2161,魷魚,彰化,93,92,91,45,92,
1060525,2163,花枝,台北,206.1,201.2,200,606.7,201.2,
1060525,2163,花枝,埔心,0,238,0,4.8,237.9,
1060525,2163,花枝,新竹,260.2,241,218.2,111.4,240.3,
1060525,2163,花枝,嘉義,178,178,178,32,178,
1060525,2164,透抽,斗南,251.7,231.7,207,322.4,230.8,
1060525,2164,透抽,桃園,271.8,245,197.4,236,240.7,
1060525,2164,透抽,新竹,287,222.3,200,136,230.8,
1060525,2165,軟舌,嘉義,198,198,198,60,198,
1060525,2166,小卷,三重,172.9,112.1,110,210,123.8,
1060525,2169,章魚,台北,216.5,203.3,200,393.5,203.3,
1060525,2169,章魚,彰化,142,106,50,119.2,105.5,
1060525,2211,狗母,埔心,0,167,0,1.8,167.2,
1060525,2221,海鰻,新竹,299.3,187.6,102.4,20.3,192.9,
1060525,2261,肉魚,岡山,120,87.6,70,177,90.6,
1060525,2261,肉魚,桃園,221.6,163.3,122.8,336,171,
1060525,2261,肉魚,新營,154,146,118,58,142,
1060525,2281,飛魚,埔心,65.5,63.1,49.5,163,61.4,
1060525,2281,飛魚,嘉義,48,45.5,44,210,45.7,
1060525,2301,尖梭,彰化,151,142,140,13.7,141.6,
1060525,2331,鯖魚,斗南,39,31.4,29.3,730,32.5,
1060525,2341,白帶魚,彰化,390,176,21,488.7,176.1,
1060525,2351,鱝(魴仔),佳里,0,0,71,19.5,71,
1060525,2491,海鱺(沿海),台中,267.5,208.2,189.5,383,207.6,
1060525,2511,金龍(沿海),新竹,298.9,272.3,227.4,64.8,268.6,
1060525,2531,國光,台中,0,256,0,3,256,
1060525,2531,國光,台北,0,40,0,20,40,
1060525,2532,九岩,彰化,94,74,50,3.5,73.9,
1060525,2541,青筆,台北,360.5,249.3,90.4,73.8,239.8,
1060525,2562,什魚,三重,81.9,46.2,10.5,480,24.8,
1060525,2562,什魚,斗南,125,107.8,75.1,21.5,104.7,
1060525,2562,什魚,台南,120,52.8,40,319.5,63.7,
1060525,2563,象魚(臭肚),岡山,116.5,105,105,14.1,107.3,
1060525,2571,剝皮魚,苗栗,340,300,260,39.8,307.7,
1060525,2611,水針,埔心,45,30,28,172,30.6,
1060525,2611,水針,彰化,25,23,19,285.7,22.6,
1060525,3071,四破(凍),桃園,0,0,2,50,2,
1060525,3099,其他鯧類(凍),彰化,166,106,81,178.4,105.8,
1060525,3106,勿仔(凍),埔心,218,207.8,184,48,205.2,
1060525,3112,大眼鮪(凍),高雄,100,100,80.6,5091,96.1,
1060525,3141,土魠(凍),新竹,290,261.2,250,20.4,264.7,
1060525,3179,其他頭足(凍),新竹,55,53.5,52,90,53.5,
1060525,3261,肉魚(凍),埔心,0,98,0,20,98,
1060525,3521,秋刀(凍),高雄,19,19,19,393207,19,
1060525,3631,香魚(凍),台北,150,147.7,138.7,575.3,147.7,
1060525,3641,鱈魚(凍),台北,251.7,250,215.9,1145.1,241.2,
1060525,3999,其他凍結(凍),新竹,101.7,86.1,66.9,1842,85.4,
1060525,4071,劍蝦(海),台中,0,230.5,0,55,230.5,
1060525,4071,劍蝦(海),桃園,202,103.7,97,55.5,122.4,
1060525,4509,其他蝦類,埔心,385,377.1,262,55.4,269.9,
1060525,4509,其他蝦類,新竹,120,117.3,106.5,381.4,117.3,
1060525,4521,(花)市仔,佳里,145,82,0,3,113.5,
1060525,5012,牡蠣養,佳里,0,65,0,26,65,
1060525,5012,牡蠣養,桃園,102.9,80,59.2,1072,79.1,
1060525,5022,文蛤養,三重,70,40.8,33.5,234,45.2,
1060525,5092,蜆(養),埔心,30,30,25,43,27.7,
1060525,5888,海瓜子,台中,0,122.7,0,98,122.7,
1060525,6009,鱈魚片,桃園,125.9,85,0,292,113.3,
1060525,6049,其他加工,斗南,77.3,39.2,21.8,535.8,43.3,
1060525,6112,魚卵,桃園,0,65,0,48,65,
1060525,9999,其他,台中,91.1,91.1,91.1,3106.4,91.1,
1060525,9999,其他,高雄,45.7,45.7,45.7,5343,45.7,
1060524,1011,吳郭魚,台中,52,48.4,29.7,7037,47.6,
1060524,1012,尼羅紅魚,斗南,76,75.3,75,30,75.4,
1060524,1012,尼羅紅魚,台北,105,93.7,42.8,481.8,85.8,
1060524,1012,尼羅紅魚,彰化,73,0,70,18,72.7,
1060524,1027,烏鰡,台中,0,80,0,26,80,
1060524,1041,虱目魚,岡山,110.5,105.8,83,3300.2,105,
1060524,1043,虱目魚頭,嘉義,13,13,13,20,13,
1060524,1061,豆仔,台中,0,76,0,20,76,
1060524,1061,豆仔,嘉義,136,134.6,29.1,22,113.8,
1060524,1061,豆仔,彰化,110,74,55,63.6,77.3,
1060524,1071,金目鱸,苗栗,130,117.5,105,612,118.4,
1060524,1072,加州鱸,三重,100,94.6,94,40.4,95.5,
1060524,1072,加州鱸,斗南,141,140.5,140,60,140.5,
1060524,1072,加州鱸,埔心,154.6,141.6,120.2,270,139.6,
1060524,1072,加州鱸,彰化,151,142,122,186,139.6,
1060524,1073,七星鱸,桃園,139.8,130.8,116.5,131,129.5,
1060524,1111,鯰魚,斗南,115,113.6,112,14.7,113.5,
1060524,1121,鱒魚,台北,0,200,0,25,200,
1060524,1121,鱒魚,桃園,0,170,135,36,145.8,
1060524,1141,田蛙,彰化,60,0,55,48,58.8,
1060524,1163,黑鯛(養殖),桃園,182,171.5,60,45,135.7,
1060524,1164,紅鰽,台北,270,240.2,168.8,200,231.9,
1060524,1165,黃鍚鯛,台中,287.5,279.2,267,170,276.3,
1060524,1171,青石斑,三重,233.3,233.3,233.3,6,233.3,
1060524,1172,淡水珍珠石斑,台中,150,81.5,79,388,91.6,
1060524,1181,黃臘鰺(紅杉),新營,201.4,187.7,180.5,179.8,189,
1060524,1181,黃臘鰺(紅杉),彰化,203,181,146,346.5,178.2,
1060524,1201,富貴魚,嘉義,119,119,119,18,119,
1060524,1272,午仔魚(養殖),佳里,310,235,180,90,236,
1060524,1999,其他養殖,埔心,102,65.6,31.6,333,55.9,
1060524,1999,其他養殖,彰化,48,44,40,22.1,44.1,

